plm_m_oid,plm_oid,plm_m_id,plm_i_name,plm_i_createtime,plm_i_checkintime,plm_cailiao,plm_checkintime,plm_weight,plm_wllx,plm_wlly,plm_guige,plm_gylx
1653,1653,1653,前簧前右支架,"2018-09-15 21:21:09","2018-09-15 21:21:09",前簧前右支架,"2018-09-15 21:21:09",17.318999934475222,企标件,外购,NULL,NULL
1654,1654,1654,防尘罩,"2018-09-15 21:21:09","2018-09-15 21:21:09",防尘罩,"2018-09-15 21:21:09",1.8020515262094583,产品配套,自制,NULL,NULL
1655,1655,1655,弹簧,"2018-09-15 21:21:09","2018-09-15 21:21:09",弹簧,"2018-09-15 21:21:09",88.7465185267538,机加件,外购,NULL,NULL
1656,1656,1656,护套,"2018-09-15 21:21:09","2018-09-15 21:21:09",护套,"2018-09-15 21:21:09",1.7948932193306288,非标外购件,外协,NULL,NULL
1657,1657,1657,标牌,"2018-09-15 21:21:09","2018-09-15 21:21:09",标牌,"2018-09-15 21:21:09",70.89994228925207,产品配套,外协,NULL,NULL
1658,1658,1658,标牌,"2018-09-15 21:21:09","2018-09-15 21:21:09",标牌,"2018-09-15 21:21:09",86.09629420339864,专用部件,自制,NULL,NULL
1659,1659,1659,撞块,"2018-09-15 21:21:09","2018-09-15 21:21:09",撞块,"2018-09-15 21:21:09",77.59818234326814,企标件,自制,NULL,NULL
1660,1660,1660,撞块,"2018-09-15 21:21:09","2018-09-15 21:21:09",撞块,"2018-09-15 21:21:09",28.00378493800685,专用部件,自制,NULL,NULL
1661,1661,1661,制动灯开关,"2018-09-15 21:21:09","2018-09-15 21:21:09",制动灯开关,"2018-09-15 21:21:09",85.11376558764825,企标件,外购,NULL,NULL
1662,1662,1662,单向阻尼阀,"2018-09-15 21:21:09","2018-09-15 21:21:09",单向阻尼阀,"2018-09-15 21:21:09",55.17047025223775,产品配套,外购,NULL,NULL
1663,1663,1663,单向阻尼阀,"2018-09-15 21:21:09","2018-09-15 21:21:09",单向阻尼阀,"2018-09-15 21:21:09",50.34027243156706,产品配套,外购,NULL,NULL
1664,1664,1664,企业名称标牌,"2018-09-15 21:21:09","2018-09-15 21:21:09",企业名称标牌,"2018-09-15 21:21:09",63.251846973889755,非标外购件,自制,NULL,NULL
1665,1665,1665,吊臂工作灯安装,"2018-09-15 21:21:09","2018-09-15 21:21:09",吊臂工作灯安装,"2018-09-15 21:21:09",86.74556964152238,企标件,自制,NULL,NULL
1666,1666,1666,左支架,"2018-09-15 21:21:09","2018-09-15 21:21:09",左支架,"2018-09-15 21:21:09",46.863746737001755,产品配套,外购,NULL,NULL
1667,1667,1667,左支架,"2018-09-15 21:21:09","2018-09-15 21:21:09",左支架,"2018-09-15 21:21:09",25.214935537530835,专用零件,外购,NULL,NULL
1668,1668,1668,杆头,"2018-09-15 21:21:09","2018-09-15 21:21:09",杆头,"2018-09-15 21:21:09",91.02681969176058,企标件,外协,NULL,NULL
1669,1669,1669,杆头,"2018-09-15 21:21:09","2018-09-15 21:21:09",杆头,"2018-09-15 21:21:09",55.13698696578484,专用部件,外购,NULL,NULL
1670,1670,1670,上隔板,"2018-09-15 21:21:09","2018-09-15 21:21:09",上隔板,"2018-09-15 21:21:09",22.236042564753767,机加件,自制,NULL,NULL
1671,1671,1671,中心回转接头,"2018-09-15 21:21:09","2018-09-15 21:21:09",中心回转接头,"2018-09-15 21:21:09",19.151668140597554,专用部件,外协,NULL,NULL
1672,1672,1672,围板,"2018-09-15 21:21:09","2018-09-15 21:21:09",围板,"2018-09-15 21:21:09",4.980561511321168,产品配套,外协,NULL,NULL
1673,1673,1673,围板,"2018-09-15 21:21:09","2018-09-15 21:21:09",围板,"2018-09-15 21:21:09",25.486294101116403,国标件,自制,NULL,NULL
1674,1674,1674,组合垫圈,"2018-09-15 21:21:09","2018-09-15 21:21:09",组合垫圈,"2018-09-15 21:21:09",10.906912735007646,国标件,外购,NULL,NULL
1675,1675,1675,组合垫圈,"2018-09-15 21:21:09","2018-09-15 21:21:09",组合垫圈,"2018-09-15 21:21:09",20.206166887138576,机加件,外购,NULL,NULL
1676,1676,1676,悬架（一）,"2018-09-15 21:21:09","2018-09-15 21:21:09",悬架（一）,"2018-09-15 21:21:09",34.27630827907646,专用零件,自制,NULL,NULL
1677,1677,1677,橡胶板,"2018-09-15 21:21:09","2018-09-15 21:21:09",橡胶板,"2018-09-15 21:21:09",43.58092638619554,机加件,外购,NULL,NULL
1678,1678,1678,操纵室安装,"2018-09-15 21:21:09","2018-09-15 21:21:09",操纵室安装,"2018-09-15 21:21:09",62.39747330272909,国标件,外购,NULL,NULL
1679,1679,1679,左挡板,"2018-09-15 21:21:09","2018-09-15 21:21:09",左挡板,"2018-09-15 21:21:09",62.71211183643921,机加件,外协,NULL,NULL
1680,1680,1680,ABS防抱死系统,"2018-09-15 21:21:09","2018-09-15 21:21:09",ABS防抱死系统,"2018-09-15 21:21:09",44.97007069188322,国标件,外协,NULL,NULL
1681,1681,1681,里程表传感器,"2018-09-15 21:21:09","2018-09-15 21:21:09",里程表传感器,"2018-09-15 21:21:09",14.143969433846138,专用零件,外购,NULL,NULL
1682,1682,1682,托块,"2018-09-15 21:21:09","2018-09-15 21:21:09",托块,"2018-09-15 21:21:09",4.95727993564511,企标件,外协,NULL,NULL
1683,1683,1683,NO传感器,"2018-09-15 21:21:09","2018-09-15 21:21:09",NO传感器,"2018-09-15 21:21:09",41.44894375567593,国标件,外协,NULL,NULL
1684,1684,1684,操纵装置,"2018-09-15 21:21:09","2018-09-15 21:21:09",操纵装置,"2018-09-15 21:21:09",13.178770746700009,非标外购件,外购,NULL,NULL
1685,1685,1685,支脚盘,"2018-09-15 21:21:09","2018-09-15 21:21:09",支脚盘,"2018-09-15 21:21:09",64.39240711732869,专用部件,外购,NULL,NULL
1686,1686,1686,支脚盘,"2018-09-15 21:21:09","2018-09-15 21:21:09",支脚盘,"2018-09-15 21:21:09",12.432462508409614,专用零件,自制,NULL,NULL
1687,1687,1687,油泵支架,"2018-09-15 21:21:09","2018-09-15 21:21:09",油泵支架,"2018-09-15 21:21:09",49.311710956275824,机加件,外协,NULL,NULL
1688,1688,1688,油泵支架,"2018-09-15 21:21:09","2018-09-15 21:21:09",油泵支架,"2018-09-15 21:21:09",55.54726676451397,产品配套,外协,NULL,NULL
1689,1689,1689,支座总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",支座总成,"2018-09-15 21:21:09",75.39494407915258,产品配套,外购,NULL,NULL
1690,1690,1690,后簧支座下盖Ⅰ,"2018-09-15 21:21:09","2018-09-15 21:21:09",后簧支座下盖Ⅰ,"2018-09-15 21:21:09",60.68843390856936,机加件,自制,NULL,NULL
1691,1691,1691,销子,"2018-09-15 21:21:09","2018-09-15 21:21:09",销子,"2018-09-15 21:21:09",20.270237438130945,非标外购件,自制,NULL,NULL
1692,1692,1692,销子,"2018-09-15 21:21:09","2018-09-15 21:21:09",销子,"2018-09-15 21:21:09",84.02828315042356,国标件,外协,NULL,NULL
1693,1693,1693,多路阀支架,"2018-09-15 21:21:09","2018-09-15 21:21:09",多路阀支架,"2018-09-15 21:21:09",50.43817738858287,产品配套,外购,NULL,NULL
1694,1694,1694,通道体,"2018-09-15 21:21:09","2018-09-15 21:21:09",通道体,"2018-09-15 21:21:09",25.802333254951993,国标件,自制,NULL,NULL
1695,1695,1695,通道体,"2018-09-15 21:21:09","2018-09-15 21:21:09",通道体,"2018-09-15 21:21:09",91.36928248950895,国标件,外购,NULL,NULL
1696,1696,1696,灯架,"2018-09-15 21:21:09","2018-09-15 21:21:09",灯架,"2018-09-15 21:21:09",36.023267874914644,专用部件,外协,NULL,NULL
1697,1697,1697,滚子,"2018-09-15 21:21:09","2018-09-15 21:21:09",滚子,"2018-09-15 21:21:09",19.077935916010567,专用部件,外购,NULL,NULL
1698,1698,1698,手把,"2018-09-15 21:21:09","2018-09-15 21:21:09",手把,"2018-09-15 21:21:09",56.74509107465785,国标件,外购,NULL,NULL
1699,1699,1699,手把,"2018-09-15 21:21:09","2018-09-15 21:21:09",手把,"2018-09-15 21:21:09",91.01565440798163,产品配套,外购,NULL,NULL
1700,1700,1700,备胎支架,"2018-09-15 21:21:09","2018-09-15 21:21:09",备胎支架,"2018-09-15 21:21:09",88.34889831987415,机加件,自制,NULL,NULL
1701,1701,1701,取力操纵警告标牌,"2018-09-15 21:21:09","2018-09-15 21:21:09",取力操纵警告标牌,"2018-09-15 21:21:09",77.18052089641463,国标件,外协,NULL,NULL
1702,1702,1702,绳罩,"2018-09-15 21:21:09","2018-09-15 21:21:09",绳罩,"2018-09-15 21:21:09",71.33757452816182,专用零件,自制,NULL,NULL
1703,1703,1703,绳罩,"2018-09-15 21:21:09","2018-09-15 21:21:09",绳罩,"2018-09-15 21:21:09",63.964388368335754,产品配套,自制,NULL,NULL
1704,1704,1704,环形板,"2018-09-15 21:21:09","2018-09-15 21:21:09",环形板,"2018-09-15 21:21:09",69.57048902186965,专用部件,外协,NULL,NULL
1705,1705,1705,隔板,"2018-09-15 21:21:09","2018-09-15 21:21:09",隔板,"2018-09-15 21:21:09",10.039848683474839,非标外购件,自制,NULL,NULL
1706,1706,1706,四节臂筒体,"2018-09-15 21:21:09","2018-09-15 21:21:09",四节臂筒体,"2018-09-15 21:21:09",57.035658170764314,专用零件,自制,NULL,NULL
1707,1707,1707,ABS调节器,"2018-09-15 21:21:09","2018-09-15 21:21:09",ABS调节器,"2018-09-15 21:21:09",63.04344717968428,机加件,外协,NULL,NULL
1708,1708,1708,ABS控制器,"2018-09-15 21:21:09","2018-09-15 21:21:09",ABS控制器,"2018-09-15 21:21:09",9.391865026639845,国标件,外协,NULL,NULL
1709,1709,1709,转向器总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",转向器总成,"2018-09-15 21:21:09",74.98464538073738,国标件,外购,NULL,NULL
1710,1710,1710,工作灯,"2018-09-15 21:21:09","2018-09-15 21:21:09",工作灯,"2018-09-15 21:21:09",45.82722487598018,专用部件,外协,NULL,NULL
1711,1711,1711,工作灯,"2018-09-15 21:21:09","2018-09-15 21:21:09",工作灯,"2018-09-15 21:21:09",54.43073002311684,产品配套,外购,NULL,NULL
1712,1712,1712,卷扬减速机,"2018-09-15 21:21:09","2018-09-15 21:21:09",卷扬减速机,"2018-09-15 21:21:09",62.42391083908663,产品配套,外协,NULL,NULL
1713,1713,1713,传动轴,"2018-09-15 21:21:09","2018-09-15 21:21:09",传动轴,"2018-09-15 21:21:09",68.27778207833136,企标件,外协,NULL,NULL
1714,1714,1714,传动轴,"2018-09-15 21:21:09","2018-09-15 21:21:09",传动轴,"2018-09-15 21:21:09",96.58525853352108,国标件,外协,NULL,NULL
1715,1715,1715,差动式继动阀,"2018-09-15 21:21:09","2018-09-15 21:21:09",差动式继动阀,"2018-09-15 21:21:09",35.951198136096686,非标外购件,外购,NULL,NULL
1716,1716,1716,三节臂筒体,"2018-09-15 21:21:09","2018-09-15 21:21:09",三节臂筒体,"2018-09-15 21:21:09",1.139866577733617,企标件,自制,NULL,NULL
1717,1717,1717,滑轮罩,"2018-09-15 21:21:09","2018-09-15 21:21:09",滑轮罩,"2018-09-15 21:21:09",91.89151150843188,专用零件,外协,NULL,NULL
1718,1718,1718,支承块,"2018-09-15 21:21:09","2018-09-15 21:21:09",支承块,"2018-09-15 21:21:09",43.23662057473071,专用部件,自制,NULL,NULL
1719,1719,1719,储气筒支架Ⅰ,"2018-09-15 21:21:09","2018-09-15 21:21:09",储气筒支架Ⅰ,"2018-09-15 21:21:09",79.33042261301001,产品配套,外协,NULL,NULL
1720,1720,1720,软轴支架,"2018-09-15 21:21:09","2018-09-15 21:21:09",软轴支架,"2018-09-15 21:21:09",34.92576638663552,非标外购件,外协,NULL,NULL
1721,1721,1721,软轴支架,"2018-09-15 21:21:09","2018-09-15 21:21:09",软轴支架,"2018-09-15 21:21:09",59.535792970311306,专用零件,外协,NULL,NULL
1722,1722,1722,可调滑块,"2018-09-15 21:21:09","2018-09-15 21:21:09",可调滑块,"2018-09-15 21:21:09",55.790631155153214,机加件,外购,NULL,NULL
1723,1723,1723,可调滑块,"2018-09-15 21:21:09","2018-09-15 21:21:09",可调滑块,"2018-09-15 21:21:09",7.5936003691305265,产品配套,外购,NULL,NULL
1724,1724,1724,右支架,"2018-09-15 21:21:09","2018-09-15 21:21:09",右支架,"2018-09-15 21:21:09",91.94387031903524,专用零件,外协,NULL,NULL
1725,1725,1725,右支架,"2018-09-15 21:21:09","2018-09-15 21:21:09",右支架,"2018-09-15 21:21:09",66.28071662398638,产品配套,外购,NULL,NULL
1726,1726,1726,支承板,"2018-09-15 21:21:09","2018-09-15 21:21:09",支承板,"2018-09-15 21:21:09",7.769909367354055,专用部件,外协,NULL,NULL
1727,1727,1727,左手柄线束改制,"2018-09-15 21:21:09","2018-09-15 21:21:09",左手柄线束改制,"2018-09-15 21:21:09",63.81140929597294,国标件,自制,NULL,NULL
1728,1728,1728,绳夹,"2018-09-15 21:21:09","2018-09-15 21:21:09",绳夹,"2018-09-15 21:21:09",26.66141258609329,非标外购件,外协,NULL,NULL
1729,1729,1729,卡套,"2018-09-15 21:21:09","2018-09-15 21:21:09",卡套,"2018-09-15 21:21:09",89.81380058947734,专用部件,自制,NULL,NULL
1730,1730,1730,卡套,"2018-09-15 21:21:09","2018-09-15 21:21:09",卡套,"2018-09-15 21:21:09",39.352124847682056,非标外购件,外购,NULL,NULL
1731,1731,1731,左前挡板Ⅱ,"2018-09-15 21:21:09","2018-09-15 21:21:09",左前挡板Ⅱ,"2018-09-15 21:21:09",89.22220814993443,专用零件,自制,NULL,NULL
1732,1732,1732,缸体,"2018-09-15 21:21:09","2018-09-15 21:21:09",缸体,"2018-09-15 21:21:09",62.18520777450335,机加件,自制,NULL,NULL
1733,1733,1733,低熔点合金,"2018-09-15 21:21:09","2018-09-15 21:21:09",低熔点合金,"2018-09-15 21:21:09",45.94934978323687,国标件,自制,NULL,NULL
1734,1734,1734,中冷器出气管,"2018-09-15 21:21:09","2018-09-15 21:21:09",中冷器出气管,"2018-09-15 21:21:09",7.826125610439883,产品配套,外购,NULL,NULL
1735,1735,1735,右后挡板Ⅰ,"2018-09-15 21:21:09","2018-09-15 21:21:09",右后挡板Ⅰ,"2018-09-15 21:21:09",87.01320140419058,专用部件,自制,NULL,NULL
1736,1736,1736,后簧压板,"2018-09-15 21:21:09","2018-09-15 21:21:09",后簧压板,"2018-09-15 21:21:09",57.985986066629266,专用部件,自制,NULL,NULL
1737,1737,1737,上支座II,"2018-09-15 21:21:09","2018-09-15 21:21:09",上支座II,"2018-09-15 21:21:09",30.097329305656174,专用零件,外协,NULL,NULL
1738,1738,1738,螺杆,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺杆,"2018-09-15 21:21:09",69.18371238229265,专用零件,自制,NULL,NULL
1739,1739,1739,螺杆,"2018-09-15 21:21:09","2018-09-15 21:21:09",螺杆,"2018-09-15 21:21:09",32.921484358402765,专用零件,外协,NULL,NULL
1740,1740,1740,变速器和操纵,"2018-09-15 21:21:09","2018-09-15 21:21:09",变速器和操纵,"2018-09-15 21:21:09",24.98240226340758,产品配套,外购,NULL,NULL
1741,1741,1741,右侧机棚Ⅱ,"2018-09-15 21:21:09","2018-09-15 21:21:09",右侧机棚Ⅱ,"2018-09-15 21:21:09",43.257563827441516,产品配套,自制,NULL,NULL
1742,1742,1742,防尘圈,"2018-09-15 21:21:09","2018-09-15 21:21:09",防尘圈,"2018-09-15 21:21:09",33.30665283761272,企标件,自制,NULL,NULL
1743,1743,1743,直角弯头,"2018-09-15 21:21:09","2018-09-15 21:21:09",直角弯头,"2018-09-15 21:21:09",29.95618356510572,专用零件,外购,NULL,NULL
1744,1744,1744,放水阀,"2018-09-15 21:21:09","2018-09-15 21:21:09",放水阀,"2018-09-15 21:21:09",49.83116503127902,机加件,自制,NULL,NULL
1745,1745,1745,放水阀,"2018-09-15 21:21:09","2018-09-15 21:21:09",放水阀,"2018-09-15 21:21:09",69.67235738963134,企标件,自制,NULL,NULL
1746,1746,1746,膨胀箱支架,"2018-09-15 21:21:09","2018-09-15 21:21:09",膨胀箱支架,"2018-09-15 21:21:09",22.565117573625525,机加件,外购,NULL,NULL
1747,1747,1747,限速标志,"2018-09-15 21:21:09","2018-09-15 21:21:09",限速标志,"2018-09-15 21:21:09",46.87018657913898,企标件,自制,NULL,NULL
1748,1748,1748,转台,"2018-09-15 21:21:09","2018-09-15 21:21:09",转台,"2018-09-15 21:21:09",81.65636873815376,企标件,外购,NULL,NULL
1749,1749,1749,角传动器支架,"2018-09-15 21:21:09","2018-09-15 21:21:09",角传动器支架,"2018-09-15 21:21:09",11.856047632684152,非标外购件,外协,NULL,NULL
1750,1750,1750,电感式接近开关,"2018-09-15 21:21:09","2018-09-15 21:21:09",电感式接近开关,"2018-09-15 21:21:09",83.61914461079762,非标外购件,外购,NULL,NULL
1751,1751,1751,电感式接近开关,"2018-09-15 21:21:09","2018-09-15 21:21:09",电感式接近开关,"2018-09-15 21:21:09",49.292664529571596,企标件,外购,NULL,NULL
1752,1752,1752,膨胀箱,"2018-09-15 21:21:09","2018-09-15 21:21:09",膨胀箱,"2018-09-15 21:21:09",56.709732759065915,企标件,外协,NULL,NULL
1753,1753,1753,驾驶室总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",驾驶室总成,"2018-09-15 21:21:09",85.60810025506896,专用部件,自制,NULL,NULL
1754,1754,1754,U形封,"2018-09-15 21:21:09","2018-09-15 21:21:09",U形封,"2018-09-15 21:21:09",96.57532228473924,产品配套,外购,NULL,NULL
1755,1755,1755,倒车警报器,"2018-09-15 21:21:09","2018-09-15 21:21:09",倒车警报器,"2018-09-15 21:21:09",19.499098727172004,专用零件,外协,NULL,NULL
1756,1756,1756,选挡软轴,"2018-09-15 21:21:09","2018-09-15 21:21:09",选挡软轴,"2018-09-15 21:21:09",6.926127229060597,国标件,自制,NULL,NULL
1757,1757,1757,水箱支架,"2018-09-15 21:21:09","2018-09-15 21:21:09",水箱支架,"2018-09-15 21:21:09",22.35357677304094,非标外购件,自制,NULL,NULL
1758,1758,1758,双向液压锁,"2018-09-15 21:21:09","2018-09-15 21:21:09",双向液压锁,"2018-09-15 21:21:09",97.01325290192628,专用零件,外购,NULL,NULL
1759,1759,1759,卡键,"2018-09-15 21:21:09","2018-09-15 21:21:09",卡键,"2018-09-15 21:21:09",76.52354345270871,非标外购件,自制,NULL,NULL
1760,1760,1760,卡键,"2018-09-15 21:21:09","2018-09-15 21:21:09",卡键,"2018-09-15 21:21:09",3.7216318249730818,专用部件,自制,NULL,NULL
1761,1761,1761,调节杆总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",调节杆总成,"2018-09-15 21:21:09",81.22214718457066,企标件,自制,NULL,NULL
1762,1762,1762,杆筒,"2018-09-15 21:21:09","2018-09-15 21:21:09",杆筒,"2018-09-15 21:21:09",31.349013118738533,国标件,自制,NULL,NULL
1763,1763,1763,二节臂,"2018-09-15 21:21:09","2018-09-15 21:21:09",二节臂,"2018-09-15 21:21:09",19.973757007671743,专用部件,自制,NULL,NULL
1764,1764,1764,端盖,"2018-09-15 21:21:09","2018-09-15 21:21:09",端盖,"2018-09-15 21:21:09",92.89010368934271,专用部件,外协,NULL,NULL
1765,1765,1765,护风罩,"2018-09-15 21:21:09","2018-09-15 21:21:09",护风罩,"2018-09-15 21:21:09",1.2560087413995724,专用零件,外购,NULL,NULL
1766,1766,1766,拨接盖板,"2018-09-15 21:21:09","2018-09-15 21:21:09",拨接盖板,"2018-09-15 21:21:09",80.48497178310299,国标件,外协,NULL,NULL
1767,1767,1767,小型保护接头,"2018-09-15 21:21:09","2018-09-15 21:21:09",小型保护接头,"2018-09-15 21:21:09",0.9697058971925077,国标件,自制,NULL,NULL
1768,1768,1768,小型保护接头,"2018-09-15 21:21:09","2018-09-15 21:21:09",小型保护接头,"2018-09-15 21:21:09",29.65537724032631,机加件,外协,NULL,NULL
1769,1769,1769,轮胎与轮辋,"2018-09-15 21:21:09","2018-09-15 21:21:09",轮胎与轮辋,"2018-09-15 21:21:09",91.65290384907053,产品配套,外购,NULL,NULL
1770,1770,1770,护罩,"2018-09-15 21:21:09","2018-09-15 21:21:09",护罩,"2018-09-15 21:21:09",27.13790070474944,企标件,外购,NULL,NULL
1771,1771,1771,后簧后支架,"2018-09-15 21:21:09","2018-09-15 21:21:09",后簧后支架,"2018-09-15 21:21:09",57.70005191300099,产品配套,外购,NULL,NULL
1772,1772,1772,轴承套,"2018-09-15 21:21:09","2018-09-15 21:21:09",轴承套,"2018-09-15 21:21:09",43.79236311500178,机加件,外购,NULL,NULL
1773,1773,1773,起重臂,"2018-09-15 21:21:09","2018-09-15 21:21:09",起重臂,"2018-09-15 21:21:09",14.15538934370375,非标外购件,外协,NULL,NULL
1774,1774,1774,后雾灯安装,"2018-09-15 21:21:09","2018-09-15 21:21:09",后雾灯安装,"2018-09-15 21:21:09",89.36853466440157,专用零件,外协,NULL,NULL
1775,1775,1775,踏板,"2018-09-15 21:21:09","2018-09-15 21:21:09",踏板,"2018-09-15 21:21:09",79.8109528293405,专用部件,自制,NULL,NULL
1776,1776,1776,踏板,"2018-09-15 21:21:09","2018-09-15 21:21:09",踏板,"2018-09-15 21:21:09",57.95508260812443,产品配套,外协,NULL,NULL
1777,1777,1777,汽车起重机,"2018-09-15 21:21:09","2018-09-15 21:21:09",汽车起重机,"2018-09-15 21:21:09",47.30922634245209,专用零件,自制,NULL,NULL
1778,1778,1778,空调阀组,"2018-09-15 21:21:09","2018-09-15 21:21:09",空调阀组,"2018-09-15 21:21:09",54.03104144402009,产品配套,外协,NULL,NULL
1779,1779,1779,泄油管总成,"2018-09-15 21:21:09","2018-09-15 21:21:09",泄油管总成,"2018-09-15 21:21:09",80.10237421106126,企标件,外协,NULL,NULL
1780,1780,1780,长管,"2018-09-15 21:21:09","2018-09-15 21:21:09",长管,"2018-09-15 21:21:09",95.06142871169644,产品配套,外购,NULL,NULL
1781,1781,1781,杆管,"2018-09-15 21:21:09","2018-09-15 21:21:09",杆管,"2018-09-15 21:21:09",38.696698127734884,产品配套,自制,NULL,NULL
1782,1782,1782,二桥,"2018-09-15 21:21:09","2018-09-15 21:21:09",二桥,"2018-09-15 21:21:09",95.51890446442492,产品配套,外购,NULL,NULL
1783,1783,1783,冷却器线束改制,"2018-09-15 21:21:09","2018-09-15 21:21:09",冷却器线束改制,"2018-09-15 21:21:09",5.526056384903133,专用部件,自制,NULL,NULL
1784,1784,1784,主杆,"2018-09-15 21:21:09","2018-09-15 21:21:09",主杆,"2018-09-15 21:21:09",66.05015165827416,企标件,外购,NULL,NULL
1785,1785,1785,主杆,"2018-09-15 21:21:09","2018-09-15 21:21:09",主杆,"2018-09-15 21:21:09",14.83018280584295,企标件,自制,NULL,NULL
1786,1786,1786,主杆,"2018-09-15 21:21:09","2018-09-15 21:21:09",主杆,"2018-09-15 21:21:09",16.858614040206888,机加件,自制,NULL,NULL
1787,1787,1787,制动系（安装图）,"2018-09-15 21:21:09","2018-09-15 21:21:09",制动系（安装图）,"2018-09-15 21:21:09",87.5945647259303,专用零件,外协,NULL,NULL
1788,1788,1788,伸缩机构,"2018-09-15 21:21:09","2018-09-15 21:21:09",伸缩机构,"2018-09-15 21:21:09",10.822826947854224,企标件,自制,NULL,NULL
1789,1789,1789,燃油箱安装,"2018-09-15 21:21:09","2018-09-15 21:21:09",燃油箱安装,"2018-09-15 21:21:09",61.070489228066926,企标件,外协,NULL,NULL
1790,1790,1790,楔,"2018-09-15 21:21:09","2018-09-15 21:21:09",楔,"2018-09-15 21:21:09",98.5531513689208,机加件,外购,NULL,NULL
1791,1791,1791,直通过板接头,"2018-09-15 21:21:09","2018-09-15 21:21:09",直通过板接头,"2018-09-15 21:21:09",37.08001924748926,专用部件,外协,NULL,NULL
1792,1792,1792,双头螺柱,"2018-09-15 21:21:09","2018-09-15 21:21:09",双头螺柱,"2018-09-15 21:21:09",18.39016388377135,国标件,外协,NULL,NULL
1793,1793,1793,储气筒,"2018-09-15 21:21:09","2018-09-15 21:21:09",储气筒,"2018-09-15 21:21:09",38.311866128930205,专用零件,外协,NULL,NULL
1794,1794,1794,储气筒,"2018-09-15 21:21:09","2018-09-15 21:21:09",储气筒,"2018-09-15 21:21:09",84.88366676057218,专用零件,外协,NULL,NULL
1795,1795,1795,后雾灯,"2018-09-15 21:21:09","2018-09-15 21:21:09",后雾灯,"2018-09-15 21:21:09",89.83485296359302,机加件,外购,NULL,NULL
1796,1796,1796,支腿作业警示标牌,"2018-09-15 21:21:09","2018-09-15 21:21:09",支腿作业警示标牌,"2018-09-15 21:21:09",76.12379134464852,企标件,外购,NULL,NULL
1797,1797,1797,轮胎螺栓拧紧力矩警示标牌,"2018-09-15 21:21:09","2018-09-15 21:21:09",轮胎螺栓拧紧力矩警示标牌,"2018-09-15 21:21:09",62.64555375538426,机加件,外协,NULL,NULL
1798,1798,1798,限位板,"2018-09-15 21:21:09","2018-09-15 21:21:09",限位板,"2018-09-15 21:21:09",17.057191543904526,产品配套,自制,NULL,NULL
1799,1799,1799,卡箍,"2018-09-15 21:21:09","2018-09-15 21:21:09",卡箍,"2018-09-15 21:21:09",68.41610384136277,产品配套,自制,NULL,NULL
1800,1800,1800,保险杠,"2018-09-15 21:21:09","2018-09-15 21:21:09",保险杠,"2018-09-15 21:21:09",79.02450257849732,专用零件,外协,NULL,NULL
1801,1801,1801,冷却液开关电磁阀,"2018-09-15 21:21:09","2018-09-15 21:21:09",冷却液开关电磁阀,"2018-09-15 21:21:09",12.205311003463038,非标外购件,外协,NULL,NULL
1802,1802,1802,发动机进水管,"2018-09-15 21:21:09","2018-09-15 21:21:09",发动机进水管,"2018-09-15 21:21:09",43.957067916837744,产品配套,外协,NULL,NULL
1803,1803,1803,平衡重,"2018-09-15 21:21:09","2018-09-15 21:21:09",平衡重,"2018-09-15 21:21:09",21.13786710376935,企标件,外协,NULL,NULL
1804,1804,1804,平衡重,"2018-09-15 21:21:09","2018-09-15 21:21:09",平衡重,"2018-09-15 21:21:09",74.02536131550579,专用零件,外协,NULL,NULL
1805,1805,1805,片形孔式接头,"2018-09-15 21:21:09","2018-09-15 21:21:09",片形孔式接头,"2018-09-15 21:21:09",53.19951801847487,企标件,外购,NULL,NULL
1806,1806,1806,副起重臂主体,"2018-09-15 21:21:09","2018-09-15 21:21:09",副起重臂主体,"2018-09-15 21:21:09",8.151127795527202,专用部件,外购,NULL,NULL
1807,1807,1807,塑料螺旋套RNL-12,"2018-09-15 21:21:09","2018-09-15 21:21:09",塑料螺旋套RNL-12,"2018-09-15 21:21:09",11.283696805770049,机加件,外购,NULL,NULL
1808,1808,1808,前垂直支腿油缸,"2018-09-15 21:21:09","2018-09-15 21:21:09",前垂直支腿油缸,"2018-09-15 21:21:09",52.926062053204134,企标件,外协,NULL,NULL
1809,1809,1809,尿素管,"2018-09-15 21:21:09","2018-09-15 21:21:09",尿素管,"2018-09-15 21:21:09",13.295672061361463,机加件,外购,NULL,NULL
1810,1810,1810,塑料螺旋套RNL-32,"2018-09-15 21:21:09","2018-09-15 21:21:09",塑料螺旋套RNL-32,"2018-09-15 21:21:09",58.67200837817869,专用零件,自制,NULL,NULL
1811,1811,1811,侧加强板,"2018-09-15 21:21:09","2018-09-15 21:21:09",侧加强板,"2018-09-15 21:21:09",53.38896874490878,国标件,外协,NULL,NULL
1812,1812,1812,底盘配套,"2018-09-15 21:21:09","2018-09-15 21:21:09",底盘配套,"2018-09-15 21:21:09",89.89922266203766,机加件,外协,NULL,NULL
1813,1813,1813,钢丝绳三圈保护器,"2018-09-15 21:21:09","2018-09-15 21:21:09",钢丝绳三圈保护器,"2018-09-15 21:21:09",5.587327693536482,企标件,外购,NULL,NULL
